175.20267197761007,144.40641756531556,144.40641756531556
180.,142.5,142.5
182.5,141.25,141.25
185.,140.,140.
197.5,135.,135.
200.,133.75,133.75
202.5,132.5,132.5
205.,131.25,131.25
207.5,130.,130.
210.,128.75,128.75
212.5,127.5,127.5
215.,126.25,126.25
217.5,125.,125.
220.,122.5,122.5
222.5,121.25,121.25
225.,120.,120.
230.,117.5,117.5
232.5,116.25,116.25
235.,113.75,115.
237.5,112.5,112.5
240.,111.25,111.25
242.5,110.,110.
245.,107.5,108.75
247.5,106.25,106.25
250.,105.,105.
252.5,103.75,103.75
255.,101.25,101.25
257.5,100.,100.
260.,98.75,98.75
262.5,96.25,96.25
265.,95.,95.
267.5,92.5,92.5
270.,91.25,91.25
272.5,88.75,90.
275.,87.5,87.5
277.5,85.,86.25
280.,83.75,83.75
282.5,81.25,82.5
285.,78.75,80.
287.5,77.5,78.75
290.,75.,76.25
292.5,72.5,75.
295.,71.25,72.5
297.5,68.75,71.25
300.,66.25,68.75
302.5,63.75,67.5
305.,61.25,65.
307.5,58.75,63.75
310.,56.25,61.25
312.5,53.75,60.
315.,51.25,57.5
317.5,48.75,56.25
320.,46.25,53.75
322.5,42.5,52.5
325.,40.,50.
327.5,36.25,47.5
330.,32.5,46.25
332.5,28.75,43.75
335.,23.75,41.25
337.5,18.75,40.
340.,11.25,37.5
342.5,0.,35.
345.,0,32.5
347.5,0,30.
350.,0,27.5
352.5,0,23.75
355.,0,21.25
357.5,0,16.25
360.,0,11.25
360.,0,0.
